,ortnamn,latitude,longitude,efterled
1294,Rynge,55.470292799999996,13.6644531,
1295,Vallösa,55.454983,13.6485236,lösa
1296,Ryssby,56.8644924,14.1679128,by
1297,Råby,59.5401056,17.503709699999998,by
1298,Råda,60.005367799999995,13.597393700000001,
1299,Råneå,65.85608810000001,22.2899971,eå
1300,Rångedala,57.7930193,13.125345600000001,dala
1301,Rånnaväg,57.6767437,13.4658773,
1302,Rånäs,59.803183600000004,18.3012255,näs
1303,Rälla,56.7744593,16.5718869,la
1304,Ränneslöv,56.453316,13.076352,löv
1305,Rätan,62.4721216,14.557917600000001,tan
1306,Rättarboda,59.500988199999995,17.6040742,boda
1307,Rättvik,60.8837542,15.1226783,vik
1308,Rävemåla,56.556264299999995,15.264463899999999,måla
1309,Rävlanda,57.6555515,12.4998656,landa
1310,Röbäck,63.809335,20.1875226,bäck
1311,Röda holme,57.3763341,11.9915845,
1312,Rödeby,56.257432200000004,15.618547099999999,by
1313,Rödån,58.05094820000001,14.1552244,
1314,Röke,56.235947100000004,13.522654699999999,
1315,Rönneshytta,58.923791,15.03931,ta
1316,Rönnäng,57.93776139999999,11.586576699999998,äng
1317,Rörtången,57.9197284,11.7558112,
1318,Ödsmåls mosse,57.9147223,11.7768517,
1319,Rörvik,57.2372784,14.5787369,vik
1320,Rörö,57.78118525,11.605982312435074,ö
1321,Röstånga,56.00069839999999,13.291218099999998,
1322,Sala,59.920226799999995,16.605644400000003,sala
1323,Salbohed,59.9113765,16.3494161,hed
1324,Saleby,58.381474399999995,13.1489544,by
1325,Saltsjöbaden,59.2792775,18.304929100000003,
1326,Sandared,57.70985079999999,12.791654,red
1327,Sandarne,61.25949250000001,17.1635332,
1328,Sandhem,57.9873545,13.7706075,hem
1329,Sandhult,57.7695628,12.820944,hult
1330,Sandskogen,55.762881799999995,12.982192199999998,skogen
1331,Sandslån,63.013536800000004,17.797665,
1332,Sandviken,59.271947499999996,17.5098954,viken
1333,Sandviken,60.619422,16.772421400000002,viken
1334,Sangis,65.85578910000001,23.495749800000002,
1335,Sankt Olof,55.63669300000001,14.129242699999999,
1336,Saxdalen,60.1508772,14.976220600000001,dalen
1337,Saxnäs,56.6866512,16.4919553,näs
1338,Saxtorpsskogen,55.82898839999999,12.9421429,skogen
1339,Segersta,61.26669329999999,16.6450524,sta
1340,Segersäng,59.02718910000001,17.936567,äng
1341,Segmon,59.274787800000006,13.042653199999998,
1342,Selja,61.01754920000001,14.4712275,
1343,Selånger,62.4042125,17.126562182517404,ånger
1344,Sennan,56.7740995,12.9779011,
1345,Seskarö,65.7264586,23.73135524921875,ö
1346,Sexdrega,57.5768534,13.1179214,
1347,Sibbhult,56.2694044,14.195023499999998,hult
1348,Sibble,59.11286750000001,17.7449282,
1349,Sibo,61.216435100000005,16.604210899999998,bo
1350,Sidensjö,63.292377,18.297425,sjö
1351,Sifferbo,60.557505299999995,15.222898,bo
1352,Norrmannebo,57.9818845,12.1128065,bo
1353,Sigtuna,59.6165201,17.7236301,tuna
1354,Siljansnäs,60.7753921,14.857697,näs
1355,Silverdalen,57.543427799999996,15.7479644,dalen
1356,Simlångsdalen,56.7209468,13.130926800000001,dalen
1357,Simonstorp,58.786108299999995,16.1545926,torp
1358,Simrishamn,55.5565541,14.349990300000002,hamn
1359,Sjuhalla,56.1888994,15.562280900000001,la
1360,Sjulsmark,65.5198598,21.4915707,mark
1361,Sjunnen,57.4359875,15.172909599999999,
1362,Sjunnerup,55.9686345,13.567689300000001,erup
1363,Sjuntorp,58.188230299999994,12.2268778,torp
1364,Själsö,57.6959147,18.3603322,ö
1365,Sjöbo,55.63508670000001,13.7031168,bo
1366,Sjögestad,58.365061399999995,15.371217399999999,stad
1367,Sjömarken,57.7156666,12.835157,
1368,Viared,57.6992238,12.835774728701178,red
1369,Sjörröd,56.139742299999995,13.726699599999998,röd
1370,Sjösa,58.776571,17.086447,
1371,Sjöskogen,58.2867121,11.830503,skogen
1372,Strand,58.2536821,11.8607035,strand
1373,Sjötorp,58.837351,13.980023300000001,torp
1374,Sjövik,57.9159324,12.3706097,vik
1375,Skanör med Falsterbo,55.4060076,12.8443425,bo
1376,Skara,58.384607499999994,13.439767499999999,
1377,Skarpö,59.410702,18.3737969,ö
1378,Skattkärr,59.413381900000005,13.674373000000001,kärr
1379,Skattungbyn,61.18573829999999,14.8481986,byn
1380,Skavkulla,56.17394109999999,15.5063009,la
1381,Skillingenäs,56.1743165,15.520853299999999,näs
1382,Skebobruk,59.968548,18.6120159,bruk
1383,Skebokvarn,59.063548600000004,16.71446,kvarn
1384,Skeda udde,58.2916744,15.559967000000002,udde
1385,Skedala,56.693218,12.9738593,dala
1386,Skede,57.47021070000001,15.176759699999998,skede
1387,Skedvi,60.405275399999994,15.8131646,vi
1388,Skee,58.92441360000001,11.269042800000001,
1389,Skegrie,55.4063152,13.082367199999998,ie
1390,Skelleftehamn,64.6876037,21.2363924,hamn
1391,Skellefteå,64.7520185,20.959339,eå
1392,Skepplanda,57.9825743,12.2124766,landa
1393,Skeppshult,57.1263567,13.361951300000001,hult
1394,Skeppsvik,58.6259473,16.8136387,vik
1395,Skiftinge,59.3899157,16.5380671,inge
1396,Skillingaryd,57.42894739999999,14.091985000000001,ryd
1397,Skillinge,55.475713,14.279918599999998,inge
1398,Skinnskatteberg,59.8297956,15.687780199999999,berg
1399,Skivarp,55.4246303,13.569718799999999,arp
1400,Skoby,60.033424399999994,18.0295079,by
1401,Skoghall,59.3241856,13.470522899999999,hall
1402,Skogsby,56.628708200000005,16.513312,by
1403,Skottorp,56.450007400000004,12.9616174,torp
1404,Skruv,56.6767988,15.3656904,skruv
1405,Skultorp,58.341621499999995,13.8279906,torp
1406,Skultuna,59.721776600000005,16.4281471,tuna
1407,Skumparp,55.53567795,12.966028486426053,arp
1408,Skurup,55.4840328,13.501590900000002,rup
1409,Skutskär,60.6352228,17.4092868,
1410,Skyttorp,60.0808924,17.7357953,torp
1411,Skålö,60.5638615,14.3015728,ö
1412,Skånes-Fagerhult,56.370506000000006,13.4651703,hult
1413,Skåne-Tranås,55.61404739999999,13.993737099999999,ås
1414,Skåpafors,59.02283979999999,12.289002400000001,fors
1415,Skåre,59.4359654,13.439949300000002,
1416,Skällinge,57.1821685,12.4683439,inge
1417,Skällåkra,57.2558377,12.1512651,åkra
1418,Lingome,57.2622902,12.142381599999998,
1419,Skänninge,58.3955804,15.086770499999998,inge
1420,Skärblacka,58.5758928,15.923000199999997,
1421,Skärhamn,57.9909221,11.549795,hamn
1422,Skärplinge,60.4741563,17.762776300000002,inge
1423,Skärstad,57.88809129999999,14.3640361,stad
1424,Sköldinge,59.031551199999996,16.445463399999998,inge
1425,Sköllersta,59.1376926,15.3376959,sta
1426,Skölsta,59.8762844,17.748717199999998,sta
1427,Skövde,58.3898453,13.844379199999999,
1428,Slaka,58.35969695,15.553717818260818,
1429,Slite,57.70722070000001,18.8019196,
1430,Slottsbron,59.323820999999995,13.1041323,bron
1431,Slottsskogen,59.693445700000005,17.6144313,skogen
1432,Slädaviken,62.434474300000005,17.4728139,viken
1433,Åssjön,62.44442660000001,17.484523199999998,sjön
1434,Slätthult,57.770011600000004,12.348094099999999,hult
1435,Slöinge,56.8551345,12.690862599999999,inge
1436,Smedby,56.6796081,16.236496799999998,by
1437,Smedjebacken,60.141496499999995,15.4151046,backen
1438,Smedseröd,58.3654305,11.807151600000001,röd
1439,Smedstorp,55.5503755,14.1166821,torp
1440,Smygehamn,55.346446900000004,13.374123,hamn
1441,Smålandsstenar,57.162696,13.411558800000002,
1442,Smögen,58.353644700000004,11.2261188,
1443,Snogeröd,55.838666,13.4941583,röd
1444,Snöveltorp,58.5009429,16.1616048,torp
1445,Solberga,59.501839100000005,18.3480563,berga
1446,Solberga,57.7345037,14.7492309,berga
1447,Solberga,56.963981999999994,16.3971919,berga
1448,Ålem,56.954195999999996,16.3843861,
1449,Sollebrunn,58.11999960000001,12.533111300000002,brunn
1450,Sollefteå,63.1535799,17.235568470893867,eå
1451,Sollerön,60.91329875,14.615740092821126,ön
1452,Solvarbo,60.390240799999994,15.6708337,bo
1453,Sommen,58.1380068,14.965424800000003,
1454,Sonstorp,58.72462049999999,15.634397400000001,torp
1455,Sorsele,65.53306629999999,17.536873999999997,sele
1456,Sorunda,59.01438420000001,17.8210502,
1457,Sparreholm,59.0716301,16.8292983,holm
1458,Spekeröd,58.0328264,11.8701282,röd
1459,Spillersboda,59.702861899999995,18.8563702,boda
1460,Spjutsbygd,56.3113304,15.5954315,
1461,Spjutstorp,55.57995179999999,14.0145542,torp
1462,Spjälkö,56.16063079999999,15.211274800000002,ö
1463,Saxemara,56.166783200000005,15.2291068,
1464,Spångsholm,58.35250799999999,15.2361796,holm
1465,Spånlöt,59.4951826,18.3111223,löt
1466,Staffanstorp,55.642739299999995,13.211399300000002,torp
1467,Stallarholmen,59.3612799,17.2071432,holmen
1468,Stare,58.9162161,11.2092504,
1469,Stava,59.49756609999999,18.2290557,
1470,Stavreviken,62.553498100000006,17.4097038,viken
1471,Stavsjö,58.72385179999999,16.4183409,sjö
1472,Stavsnäs,59.2882014,18.6917822,näs
1473,Stehag,55.9031519,13.393866699999998,
1474,Stenared,57.805243700000005,12.189724,red
1475,Stenhamra,59.33474939999999,17.687364600000002,
1476,Steninge,56.770603200000004,12.634345300000001,inge
1477,Steningehöjden,59.6214605,17.7963321,
1478,Stenis,60.9482775,14.461244400000002,
1479,Stennäset,60.6356233,15.596236300000001,
1480,Stensele,65.067883,17.1477556,sele
1481,Stensjön,57.58189960000001,14.820178699999998,sjön
1482,Stenstorp,58.2713175,13.713327599999998,torp
1483,Stensättra,59.240838100000005,17.3904142,sättra
1484,Stenungsund,58.0725069,11.8229383,sund
1485,Stenungsön,58.06697355,11.800585148424053,ön
1486,Sticklinge udde,59.39058539999999,18.107535964194874,udde
1487,Stigen,58.568790299999996,12.058114300000002,
1488,Stigtomta,58.802763899999995,16.7853448,tomta
1489,Stilleryd,56.1731491,14.8198856,ryd
1490,Stjärnhov,59.080099,17.013662600000004,hov
1491,Stoby,56.1755969,13.8279244,by
1492,Stocka,61.89819920000001,17.3330136,
1493,Stockamöllan,55.94569,13.373799800000002,
1494,Stockaryd,57.3195952,14.591119099999998,ryd
1495,Stockholm,59.3251172,18.0710935,holm
1496,Stockvik,62.3478034,17.3648359,vik
1497,Stora Bugärde,57.653878000000006,12.397367599999999,
1498,Stora Frö,56.57158979999999,16.4176559,ö
1499,Haga Park,56.578920600000004,16.4103237,
1500,Stora Herrestad,55.474891799999995,13.874225,stad
1501,Stora Höga,58.0143358,11.8284496,
1502,Stora Levene,58.3255179,12.923582699999999,ene
1503,Stora Mellby,58.141468200000006,12.579785300000001,by
1504,Stora Mellösa,59.2106135,15.4975503,lösa
1505,Stora Vika,58.955645999999994,17.785737,vika
1506,Storebro,57.58574960000001,15.840513,bro
1507,Storfors,59.531639299999995,14.2726055,fors
1508,Storholmen,59.39703605,18.139515834825637,holmen
1509,Storuman,65.0950769,17.1179718,
1510,Storvik,60.5828533,16.5253652,vik
1511,Storvreta,59.9569381,17.704209600000002,ta
1512,Storå,59.7136,15.135533800000001,rå
1513,Strandskogen,58.2444689,11.8648817,skogen
1514,Restenäs,58.2375147,11.8780339,näs
1515,Ulvesund,58.2241739,11.8900356,sund
1516,Striberg,59.5454324,14.941675,berg
1517,Strålsnäs,58.237724699999994,15.091667999999999,näs
1518,Strångsjö,58.905360200000004,16.199816000000002,sjö
1519,Stråssa,59.739452500000006,15.201540900000001,
1520,Strängnäs,59.376315500000004,17.026819399999997,näs
1521,Strömma,59.2877529,18.5460128,
1522,Strömsbruk,61.8699,17.3171716,bruk
1523,Strömsholm,59.523741099999995,16.248735999999997,holm
1524,Strömsnäsbruk,56.552468000000005,13.731973199999999,bruk
1525,Strömstad,58.9377567,11.173609599999999,stad
1526,Strömsund,63.8516664,15.5582353,sund
1527,Strövelstorp,56.1661094,12.837575099999999,torp
1528,Stugun,63.16787779999999,15.600485500000001,
1529,Sturefors,58.336740799999994,15.7211576,fors
1530,Sturkö,56.09867475,15.664782681919911,ö
1531,Styrsö,57.609428099999995,11.7821491669222,ö
1532,Stånga,57.2814545,18.471394699999998,
1533,Stångby,55.7492797,13.194780499999998,by
1534,Stångehamn,57.4318765,16.641533,hamn
1535,Rixö,58.367041799999996,11.455497900000001,ö
1536,Ställdalen,59.934554299999995,14.9454438,dalen
1537,Stöcke,63.74255920000001,20.231426000000003,
1538,Stöcksjö,63.7793899,20.1957258,sjö
1539,Stöde,62.41777679999999,16.5782727,
1540,Stöllet,60.4100453,13.26975,
1541,Stöpen,58.478527299999996,13.8667206,
1542,Sulvik,59.6782709,12.4152191,vik
1543,Sund,58.9593988,17.415005899999997,sund
1544,Sundborn,60.6541762,15.781320499999998,born
1545,Sundby,59.35301139999999,17.711949800000003,by
1546,Sundbyholm,59.4382728,16.6198714,holm
1547,Sundom,65.7721306,22.264301899999996,om
1548,Sundsvall,62.3907552,17.307102399999998,vall
1549,Sunnansjö,60.2214593,14.960771,sjö
1550,Sunne,59.8401813,13.135480800000002,
1551,Sunnemo,59.8842838,13.7222647,mo
1552,Surahammar,59.707057999999996,16.2219947,hammar
1553,Surte,57.8267626,12.0161635,
1554,Svalsta,58.743096400000006,16.8751319,sta
1555,Svalöv,55.905299899999996,13.1067088,löv
1556,Svanberga,59.8403637,18.662935100000002,berga
1557,Svaneholm,59.176351600000004,12.5508503,holm
1558,Svanesund,58.14303689999999,11.819062800000001,sund
1559,Svappavaara,67.6469235,21.0554854,vaara
1560,Svartbyn,66.2596305,22.8203593,byn
1561,Svarte,55.4309311,13.7151312,
1562,Svartehallen,58.118233999999994,11.957990400000002,
1563,Svartudden,65.31801800000001,21.5179836,udden
1564,Svartvik,62.3156779,17.371002800000003,vik
1565,Svartå,59.1336833,14.513681900000002,å
1566,Svedala,55.515242099999995,13.238435800000001,dala
1567,Sveg,62.036070900000006,14.3598392,
1568,Svenljunga,57.4963122,13.112259900000002,ljunga
1569,Svensbyn,65.310331,21.2346127,byn
1570,Svenshögen,58.1446436,11.9383898,
1571,Svenstavik,62.766806,14.432422299999999,vik
1572,Svenstorp,56.340221299999996,12.927292900000001,torp
1573,Svinninge,59.449482999999994,18.2835116,inge
1574,Svängsta,56.261980799999996,14.774798800000001,sta
1575,Svärdsjö,60.74229770000001,15.9038464,sjö
1576,Svärtinge,58.6502647,16.029186,inge
1577,Sya,58.3347327,15.223076999999998,
1578,Sysslebäck,60.730431200000005,12.8711737,bäck
1579,Sågmyra,60.7134001,15.296540700000001,
1580,Säffle,59.132931400000004,12.9248679,
1581,Sälen,61.15572370000001,13.269408800000003,sälen
1582,Sälgsjön,60.6176055,17.1136047,sjön
1583,Sänna,58.794425,14.980115900000001,
1584,Särna,61.693164100000004,13.142296100000001,
1585,Säter,60.3469718,15.7486886,säter
1586,Sätila,57.54123440000001,12.435089300000001,la
1587,Sätinge,57.444200300000006,12.137018199999998,inge
1588,Sätra brunn,59.8629032,16.4420517,brunn
1589,Sävar,63.902075,20.5523163,
1590,Sävast,65.7616574,21.7510243,
1591,Säve,57.8034878,11.9117067,ve
1592,Sävja,59.811622899999996,17.7005617,
1593,Sävsjö,57.4021387,14.6667098,sjö
1594,Söderby,59.38241529999999,17.580302800000002,by
1595,Söderby,59.05879010000001,18.066951800000002,by
1596,Söderby-Karl,59.894174,18.702302,
1597,Söderbärke,60.073010100000005,15.564555599999998,
1598,Söderfors,60.38813270000001,17.2412588,fors
1599,Söderhamn,61.29985010000001,17.060759899999997,hamn
1600,Söderköping,58.4823802,16.321622400000003,köping
1601,Söderskogen,59.6762029,17.595891899999998,skogen
1602,Södersvik,59.7501161,18.915614399999995,vik
1603,Södertälje,59.1964289,17.6271663,
1604,Söderåkra,56.446031999999995,16.0706166,åkra
1605,Södra Bergsbyn,64.7230035,21.0803048,byn
1606,Stackgrönnan,64.7078101,21.1222077,
1607,Södra Sandby,55.7171687,13.3474337,by
1608,Södra Sunderbyn,65.6541627,21.953414399999996,byn
1609,Södra Vi,57.7414559,15.796053099999998,vi
1610,Sölvesborg,56.0506535,14.5871906,borg
1611,Sörfors,63.8729785,20.036461,fors
1612,Sörforsa,61.7178872,16.9696608,forsa
1613,Sörmjöle,63.6799465,20.002339000000003,
1614,Sörstafors,59.58306170000001,16.2107611,fors
1615,Sörvik,60.1869127,15.147367000000001,vik
1616,Söråker,62.504549399999995,17.5086121,åker
1617,Sösdala,56.040630099999994,13.6814934,dala
1618,Sövde,55.5850316,13.673597199999998,
1619,Sövestad,55.5013994,13.795260800000001,stad
1620,Taberg,57.67894770000001,14.091865599999998,berg
1621,Tallboda,58.430858799999996,15.6865902,boda
1622,Tallvik,66.33726039999999,22.84768535176228,vik
1623,Tallåsen,61.8640327,16.0143965,åsen
1624,Tandsbyn,63.0009228,14.7453133,byn
1625,Tanumshede,58.7219089,11.332385400000001,
1626,Tavelsjö,64.0358824,20.0502172,sjö
1627,Teckomatorp,55.86653960000001,13.0903581,torp
1628,Tenhult,57.7066549,14.321033499999999,hult
1629,Tibro,58.424890500000004,14.163119400000001,bro
1630,Tidaholm,58.1803687,13.9596994,holm
1631,Tidan,58.5722621,14.0074481,
1632,Tidö-Lindö,59.51282220000001,16.531577992856356,ö
1633,Tierp,60.34296139999999,17.5168395,
1634,Tillberga,59.6867049,16.6183479,berga
1635,Timmele,57.8619045,13.4285513,ele
1636,Timmernabben,56.970845,16.4360983,
1637,Timmersdala,58.5276731,13.7594326,dala
1638,Timrå,62.51206105,17.334614298183162,rå
1639,Tingsryd,56.5279063,14.9771884,ryd
1640,Tingstäde,57.7357591,18.6136895,städe
1641,Tjautjas,67.3266074,20.7366992,
1642,Tjuvkil,57.8962667,11.7296301,kil
1643,Tjällmo,58.71515060000001,15.3545013,mo
1644,Tjörnarp,55.9999833,13.6350456,arp
1645,Toarp,56.2828098,12.9482546,arp
1646,Tåstarp,56.2786918,12.9496127,arp
1647,Tobo,60.25739599999999,17.6564877,bo
1648,Tofta,57.5208067,18.168597199999997,tofta
1649,Tofta,57.1732554,12.2970765,tofta
1650,Toftbyn,60.71323220000001,15.785604000000001,byn
1651,Tollarp,55.9340622,13.9751411,arp
1652,Tollered,57.8187295,12.4226791,red
1653,Tomelilla,55.54379839999999,13.954122199999999,la
1654,Tomtebo,63.80857515,20.376449203012236,bo
1655,Torbjörntorp,58.20990079999999,13.603458154883555,torp
1656,Torekov,56.4262975,12.626767599999999,
1657,Torestorp,57.385288,12.6826137,torp
1658,Torhamn,56.0952686,15.831092300000002,hamn
1659,Tormestorp,56.11158029999999,13.7442081,torp
1660,Torna Hällestad,55.678976500000005,13.4184657,stad
1661,Torpsbruk,57.034375,14.5710085,bruk
1662,Torpshammar,62.4761655,16.3313557,hammar
1663,Torreby,58.44223620000001,11.598761999999999,by
1664,Torsby,60.1355208,13.006788400000001,by
1665,Torshälla,59.419243,16.4749442,la
1666,Torskog,58.0339884,12.1389969,skog
1667,Svenseröd,58.049641599999994,12.1398897,röd
1668,Torslanda,57.72437420000001,11.7653423,landa
1669,Torsåker,60.5132355,16.4753234,åker
1670,Torsång,60.463520700000004,15.5696291,
1671,Torsås,56.412408400000004,16.0030732,ås
1672,Tortuna,59.6747022,16.7224648,tuna
1673,Torup,56.953542500000005,13.074461999999999,rup
1674,Totebo,57.6308558,16.186627800000004,bo
1675,Tranemo,57.4849975,13.351753400000002,mo
1676,Tranholmen,59.375851899999994,18.086003,holmen
1677,Transtrand,61.0903702,13.321705300000001,strand
1678,Tranås,58.0379566,14.9776937,ås
1679,Traryd,56.5791691,13.7525372,ryd
1680,Trekanten,56.699905799999996,16.1167106,
1681,Trelleborg,55.375919999999994,13.1461522,borg
1682,Trollhättan,58.2827931,12.2908612,tan
1683,Trosa,58.896705700000005,17.5478116,
1684,Trummenäs,56.156451399999995,15.7331598,näs
1685,Trångfors,65.8196096,21.6149546,fors
1686,Trångsviken,63.3331316,14.016113,viken
1687,Tråvad,58.251866299999996,13.085384699999999,vad
1688,Trädet,57.9856336,13.531922400000001,
1689,Trödje,60.8189584,17.2145708,
1690,Trönninge,56.6170885,12.9462505,inge
1691,Tumba,59.1996086,17.8363075,
1692,Tumbo,59.4296887,16.339888199999997,bo
1693,Tumlehed,57.7288181,11.7433701,hed
1694,Tuna,59.2338589,17.5165902,tuna
1695,Tuna,57.5769267,16.104558100000002,tuna
1696,Tuna,55.9132169,12.6896394,tuna
1697,Tunnerstad,58.047598,14.337399,stad
1698,Tuolluvaara,67.8487083,20.3367729,vaara
1699,Tureholm,59.315941200000005,17.7264626,holm
1700,Turinge,59.1960163,17.441376100000003,inge
1701,Vidbynäs,59.198240399999996,17.469172369004085,näs
1702,Tving,56.3102802,15.4629325,
1703,Tvärskog,56.6236335,16.0412552,skog
1704,Tvärålund,64.0992442,19.670260100000004,lund
1705,Tye,59.345907499999996,13.5617065,
1706,Tygelsjö,55.5146694,13.0017156,sjö
1707,Tynningö,59.37757439999999,18.392701354869896,ö
1708,Tyringe,56.1602044,13.6042633,inge
1709,Tystberga,58.84934820000001,17.234323999999997,berga
1710,Tågarp,55.924772700000005,12.9548931,arp
1711,Tånga,56.1986627,12.770937,
1712,Rögle,56.188222100000004,12.773736300000001,
1713,Tångaberg,57.17462239999999,12.2258909,berg
1714,Täfteå,63.839675,20.475946899999997,eå
1715,Täljö,59.471790399999996,18.2391946,ö
1716,Tällberg,60.8256353,14.994580599999999,berg
1717,Tärnaby,65.7131764,15.282744899999999,by
1718,Tärnsjö,60.1545625,16.927510100000003,sjö
1719,Tävelsås,56.7698924,14.823869699999998,ås
1720,Töcksfors,59.5093152,11.8425198,fors
1721,Töllsjö,57.797309899999995,12.6347606,sjö
1722,Töre,65.9131293,22.6478278,
1723,Töreboda,58.7081061,14.123973800000002,boda
1724,Törestorp,57.29518149999999,13.8482423,torp
1725,Tösse,58.97190429999999,12.6448606,
1726,Ubbhult,57.579374699999995,12.3565219,hult
1727,Ucklum,58.0844446,11.9569194,um
1728,Uddebo,57.473974399999996,13.26539,bo
1729,Uddeholm,60.024766799999995,13.6190078,holm
1730,Udden,59.432399399999994,16.4211944,udden
1731,Uddevalla,58.349055500000006,11.9382855,valla
1732,Uddheden,59.9459831,12.910784699999999,heden
1733,Ullared,57.136086,12.715631199999999,red
1734,Ullervad,58.6668348,13.856477700000001,vad
1735,Ullånger,63.010456700000006,18.1844672,ånger
1736,Ulricehamn,57.7913848,13.4130426,hamn
1737,Ultuna,59.8191036,17.650986399999997,tuna
1738,Ulvkälla,62.0231583,14.365271400000001,la
1739,Ulvåker,58.4736248,13.9285277,åker
1740,Umeå,63.8256568,20.2630745,eå
1741,Unbyn,65.71072,21.747413199999997,byn
1742,Undenäs,58.656896499999995,14.3988477,näs
1743,Undersåker,63.31468639999999,13.2420533,åker
1744,Unnaryd,56.9545347,13.528480199999999,ryd
1745,Upphärad,58.1582642,12.3048591,härad
1746,Upplanda,60.226979099999994,17.7325337,landa
1747,Upplands Väsby,59.48138,17.84385,by
1748,Sollentuna,59.4293164,17.950055600000002,tuna
1749,Uppsala,59.85861260000001,17.6387436,sala
1750,Urshult,56.531825899999994,14.8112359,hult
1751,Ursviken,64.70812420000001,21.176686899999996,viken
1752,Utby,58.333811399999995,11.7868925,by
1753,Utvälinge,56.21574739999999,12.7807089,inge
1754,Vad,60.02830079999999,15.650678099999999,vad
1755,Vad,61.2852855,17.1345454,vad
1756,Åsbacka,61.274028099999995,17.154399800000004,backa
1757,Långrör,61.2736441,17.1543734,ör
1758,Vadstena,58.4488105,14.891592800000002,
1759,Vaggeryd,57.4980578,14.148478699999998,ryd
1760,Vagnhärad,58.9468803,17.495592300000002,härad
1761,Valbo,60.6447772,17.012276500000002,bo
1762,Valdemarsvik,58.20259010000001,16.6032191,vik
1763,Valinge,57.171131200000005,12.381098199999998,inge
1764,Valje,56.06459770000001,14.5442456,
1765,Valla,59.02130329999999,16.3795455,valla
1766,Vallargärdet,59.47736,13.5843152,
1767,Vallberga,56.467675799999995,13.023652400000001,berga
1768,Vallda,57.4726782,11.999075999999999,
1769,Vallentuna,59.5332247,18.0764505,tuna
1770,Vallkärra,55.73993225,13.180832299330394,
1771,Vallsta,61.5157708,16.3646643,sta
1772,Vallvik,61.18436559999999,17.176344399999998,vik
1773,Vallåkra,55.9576243,12.894094381934456,åkra
1774,Valskog,59.4426593,15.948847099999998,skog
1775,Valåsen,59.3095555,14.5868765,åsen
1776,Labbsand,59.29344985,14.548125452296444,
1777,Vankiva,56.2003645,13.741501800000002,
1778,Vannsätter,61.2608002,16.788084,sätter
1779,Vansbro,60.5102674,14.2255613,bro
1780,Vaplan,63.3355051,14.215024599999998,
1781,Vara,58.261062800000005,12.952146800000001,
1782,Varberg,57.105741200000004,12.2502949,berg
1783,Varekil,58.1253446,11.7197673,kil
1784,Vargön,58.358103899999996,12.4003624,ön
1785,Varnhem,58.385343500000005,13.6505707,hem
1786,Vartofta,58.0960676,13.632775899999999,tofta
1787,Vassmolösa,56.5985328,16.1649125,lösa
1788,Vattholma,60.01905079999999,17.7327925,holma
1789,Vattjom,62.365063799999994,17.0338053,om
1790,Vattubrinken,59.2438678,17.5828515,
1791,Vaxholm,59.40406,18.331331,holm
1792,Veberöd,55.63349960000001,13.4925649,röd
1793,Veddige,57.268171499999994,12.3374641,ige
1794,Vedevåg,59.5247066,15.297993099999998,
1795,Vedum,58.171041599999995,12.995567699999999,um
1796,Vegby,57.6788601,13.3742261,by
1797,Veinge,56.55402579999999,13.076164599999998,inge
1798,Velanda,58.22871800000001,12.3102334,landa
1799,Vellinge,55.470895,13.0199449,inge
1800,Vemdalen,62.4451674,13.8628202,dalen
1801,Vena,57.52080479999999,15.968914499999999,
1802,Venjan,60.9527537,13.910921700000001,
1803,Venngarn,59.6486543,17.719711349065477,garn
1804,Vessigebro,56.9786275,12.658665199999998,bro
1805,Vetlanda,57.4260178,15.0870226,landa
1806,Vi,62.4283334,17.418437,vi
1807,Vibble,57.6038368,18.249661399999997,
1808,Viby,56.015701899999996,14.228774599999998,by
1809,Vickleby,56.581931700000005,16.458896799999998,by
1810,Vidja,59.19716510000001,18.0596931,
1811,Vidsel,65.8336059,20.5200884,sel
1812,Vidöåsen,59.34197710000001,13.453336300000002,åsen
1813,Viforsen,62.3135815,17.1620312,forsen
1814,Tunbyn,62.3038309,17.2594,byn
1815,Vik,55.6139486,14.289299800000002,vik
1816,Vika,60.51274870000001,15.7107596,vika
1817,Vikarbodarna,62.20035920000001,17.4850451,bodarna
1818,Skatan,62.1955154,17.502781,tan
1819,Vikarbyn,60.399665899999995,16.1056339,byn
1820,Viken,56.1514828,12.5725481,viken
1821,Vikingstad,58.3832417,15.433245199999998,stad
1822,Vikmanshyttan,60.2990095,15.8310513,tan
1823,Viksjöfors,61.3375225,15.952948499999998,fors
1824,Viksäter,59.2397245,17.6203818,säter
1825,Vilhelmina,64.6257185,16.6541624,
1826,Villshärad,56.6911436,12.6958754,härad
1827,Vilshult,56.35433760000001,14.4826247,hult
1828,Vimmerby,57.6653495,15.856326900000001,by
1829,Vinberg,56.9494886,12.5480458,berg
1830,Vinbergs,56.9323022,12.549085,
1831,Vindeln,64.2024817,19.7177522,
1832,Vindön,58.299203399999996,11.6917183,ön
1833,Vingåker,59.0433723,15.8715565,åker
1834,Vinninga,58.4537545,13.2602117,inga
1835,Vinslöv,56.102213,13.909576800000002,löv
1836,Vintrie,55.55297710000001,12.962067300000001,ie
1837,Vintrosa,59.242526500000004,14.926342199999999,
1838,Vinäs,60.9678943,14.5402536,näs
1839,Virsbo,59.8713688,16.048057500000002,bo
1840,Virserum,57.3168544,15.5868533,rum
1841,Visby,57.637936100000005,18.297982,by
